parksid,gardenname,jurisdiction,borough,address,cross_streets,zipcode,bbl,lotsize,areacovered,status,openhrssu,openhrsm,openhrstu,openhrsw,openhrsth,openhrsf,openhrssa,coundist,communityboard,nta,census_tract,congressionaldist,assemblydist,statesenatedist,policeprecinct,longitude,latitude,point_geometry_wgs84
B501-GT001,Tehuti Ma’at Community Garden,DPR,Brooklyn,455 Ralph Avenue,St. Marks & Prospect Pl,11233,3014570013,6317.0,Full Lot,Active,11:00 a.m. - 1:00 p.m,11:00 a.m. - 1:00 p.m.,11:00 a.m. - 1:00 p.m.,11:00 a.m. - 1:00 p.m.,11:00 a.m. - 1:00 p.m.,CLOSED,11:00 a.m. - 1:00 p.m.,41,316,BK79 /,363.0,9,55,25,73,-73.921865,40.673546,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xEE\x94\x0E\xD6\xFFzR\xC0\x00-]\xC16VD@
B486-GT001,Green Valley Garden,DPR,Brooklyn,93 New Lots Avenue,Powell Street and Sachman Street,11212,3038570027,1637.0,Full Lot,Active,,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,42,316,BK81 /,920.0,8,55,19,73,-73.901811,40.658185,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x13\x0B|E\xB7yR\xC0\xE0\xDB\xF4g?TD@
B408-GT001,Human Compass Community Garden,DPR,Brooklyn,134 Sackett Street,Columbia At Sackett,11231,3003360010,1995.0,Full Lot,Active,9:30 a.m. to 5:30 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,9:30 a.m. to 5:30 p.m.,9:30 a.m. to 5:30 p.m.,39,306,BK33 /,51.0,10,51,26,76,-74.002502,40.684898,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00-\x0B&\xFE(\x80R\xC0C\x8C\xD7\xBC\xAAWD@
B399-GT001,Garden of Union (Annie's Garden),DPR,Brooklyn,634 Union Street,4th & 5th Avenues,11215,3009550013,3665.0,Full Lot,Active,9:00 a.m. - 11:00 a.m. &  4:00 p.m.- 6:00 p.m.,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,4:00 p.m. - 6:00 p.m.,CLOSED,9:00 a.m. - 11:00 a.m. &  4:00 p.m.- 6:00 p.m.,39,306,BK37 /,133.0,10,52,26,78,-73.982565,40.676961,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00nLOX\xE2~R\xC0n\xD5u\xA8\xA6VD@
B527-GT001,Hands & Heart (New Lots Urban Farm),DPR,Brooklyn,290 New Lots Avenue,New Lots Avenue At Alabama Avenue,11207,3038540011,2767.0,,Active,,,,,,,10:00 a.m. -  3:00 p.m.,42,305,BK85 /,1130.0,8,60,19,75,-73.895554,40.66074,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00Us\xB9\xC1PyR\xC0\x5C\x94\xD9 \x93TD@
B527-GT001,Hands & Heart (New Lots Urban Farm),DPR,Brooklyn,290 New Lots Avenue,New Lots Avenue At Alabama Avenue,11207,3038540011,1675.0,,Active,,,,,,,10:00 a.m. -  3:00 p.m.,42,305,BK85 /,1130.0,8,60,19,75,-73.895554,40.66074,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00Us\xB9\xC1PyR\xC0\x5C\x94\xD9 \x93TD@
B428-GT001,Good Life Garden,DPR,Brooklyn,46 Goodwin Place,Grove street & Goodwin Pl,11221,3032930041,2000.0,,Active,10:00 a.m. - 4:00 p.m.,9:00 a.m. - 12:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,10:00 a.m. - 4:00 p.m.,37,304,BK78 /,395.0,7,53,18,83,-73.923676,40.691237,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00h\x06\xF1\x81\x1D{R\xC0~d:tzXD@
B517-GT001,Phoenix Community Garden,DPR,Brooklyn,16 Somers Street,Corner of Fulton & Somers,11233,3015410007,1245.0,Full Lot,Active,11:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,11:00 a.m. - 4:00 p.m.,41,316,BK79 /,371.0,8,55,25,73,-73.912521,40.67859,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00r\xFAz\xBEfzR\xC0B\xB2\x80\x09\xDCVD@
B471-GT001,Green Gems,DPR,Brooklyn,147 Fountain Avenue,Glenmore Ave. & Liberty Ave.,11208,2041910008,1500.0,Full Lot,Active,CLOSED,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,CLOSED,37,305,BK82 /,1196.0,7,54,19,75,-73.875415,40.676659,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00b\xDB\xA2\xCC\x06xR\xC0\xA6\xC5\x19\xC3\x9CVD@
B517-GT001,Phoenix Community Garden,DPR,Brooklyn,16 Somers Street,Corner of Fulton & Somers,11233,3015410007,1600.0,Full Lot,Active,11:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,5:00 p.m. - 7:00 p.m.,CLOSED,11:00 a.m. - 4:00 p.m.,41,316,BK79 /,371.0,8,55,25,73,-73.912521,40.67859,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00r\xFAz\xBEfzR\xC0B\xB2\x80\x09\xDCVD@
RGT003,Westervelt Community Garden,NYRP,Staten Island,143 Westervelt Avenue,btw Curtis Place and Cleveland St.,10301,5000310003,,,Active,,,,,,,,49,501,SI22 /,7.0,11,61,23,120,-74.084497,40.644304,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0C\xE7\x1Afh\x85R\xC0MW\xB0\x8DxRD@
RGT001,Moravian Community Garden,PRI,Staten Island,1657 Victory Boulevard,Todt Hill Rd,10314,5003470006,,,Not GreenThumb,,,,,,,,50,501,SI07 /,147.0,11,63,24,120,-74.118996,40.613716,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB5\x16f\xA1\x9D\x87R\xC0\x17\x84\xF2>\x8END@
R109-GT001,West Brighton Community Garden,DPR,Staten Island,899 Henderson Avenue,Chappell St. & Henderson St.,10310,5001860119,,,Active,2:00 p.m. - 6:00 p.m.,5:00 p.m.-7:30 p.m.,5:00 p.m.-7:30 p.m.,5:00 p.m.-7:30 p.m.,5:00 p.m.-7:30 p.m.,5:00 p.m.-7:30 p.m.,10 :00 a.m. - 4:00 p.m.,49,501,SI22 /,133.02,11,61,23,120,-74.118936,40.636781,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00K\x94\xBD\xA5\x9C\x87R\xC0h\xDB0\x0A\x82QD@
MGT087,Westside Community Garden,PRI,Manhattan,123 WEST 89 STREET,Amsterdam and Columbus,10024,1012200017,,,Not GreenThumb,,,,,,,,6,107,MN12 /,173.0,12,69,47,24,-73.971803,40.789285,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE6\xC95\x052~R\xC0\x98\x1CwJ\x07eD@
MGT024,Lower East Side People Care,MLT,Manhattan,25 Rutgers Street,Henry & Madison,10002,1002710063,,,Active,,,,,,,,1,103,MN28 /,6.0,10,65,27,7,-73.989824,40.713006,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF02\xC3FY\x7FR\xC0\x06\xED\xD5\xC7C[D@
MGT006,East Harlem Community Garden,MLT,Manhattan,429-433 East 117th Street,1st & Pleasant Avenues,10035,1017110013,,,Active,,,,,,,,8,111,MN34 /,178.0,13,68,29,25,-73.933589,40.79637,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF1\xB9\x13\xEC\xBF{R\xC0\xFA\xC1\xC0s\xEFeD@
M406-GT001,Harlem Grows 134th Street Green House,DPR,Manhattan,126 West 134th Street,Malcolm X Blvd. and Adam Clayton Powell Jr. Blvd.,10030,1001918051,,,Active,,,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,9,110,MN03 /,226.0,13,70,30,32,-73.943116,40.813931,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00f\x156\x03\x5C|R\xC0\xAB\x19\x19\xE4.hD@
M383-GT001,La Cuevita Community Garden,DPR,Manhattan,71 East 115th Street,Madison & Park Avenue,10029,1016210030,,,Active,Closed,Closed,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,1:00 p.m. - 5:00 p.m.,8,111,MN34 /,184.0,13,68,30,25,-73.944295,40.799118,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xAF\xB1KTo|R\xC0\x8B\xD2\xA5\x7FIfD@
M371-GT001,Hope Garden,DPR,Manhattan,193 East 2nd Street,Btwn Avenues A & B,10009,1003970028,,,Active,10:00 a.m. - 6:00 p.m.,CLOSED,CLOSED,12:00 p.m. - 4:00 p.m.,CLOSED,CLOSED,10:00 a.m. - 6:00 p.m.,2,103,MN22 /,30.02,10,65,27,9,-73.984188,40.722077,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00gG\xAA\xEF\xFC~R\xC0\xCD\x18\xE6\x04m\x5CD@
M367-GT001,Peaceful Valley,DPR,Manhattan,52 East 117th Street,At Madison Avenue,10035,1016220050,,,Active,9:00 a.m. - 12:00 p.m.,CLOSED,CLOSED,9:00 a.m. - 1:00 p.m.,CLOSED,CLOSED,9:00 a.m. - 12:00 p.m.,9,111,MN34 /,184.0,13,68,30,25,-73.943817,40.800188,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00*\x1Ak\x7Fg|R\xC0hSu\x8FlfD@
M365-GT001,Our Little Green Acre (Garden Eight),DPR,Manhattan,277 West 122nd Street,At Frederick Douglass Blvd.,10027,1019280104,,,Active,,,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,9,110,MN11 /,222.0,13,70,30,28,-73.952065,40.808226,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xA4\xAA\x09\xA2\xEE|R\xC0r\xE3\x16\xF3sgD@
M359-GT001,Campos Community Garden,DPR,Manhattan,644 East 12th Street,Avenues B & C,10009,1003940029,,,Active,11:00 a.m. - 4:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,11:00 a.m. - 4:00 p.m.,2,103,MN28 /,28.0,10,74,27,9,-73.977573,40.72725,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xF8\x1CX\x8E\x90~R\xC0\x0D\x02+\x87\x16]D@
M328-GT001,William B. Washington Memorial Garden,DPR,Manhattan,325 West 126th Street,Street Nicholas & Frederick Douglass Avenues,10027,1019530122,,,Active,12:00 p.m. - 4:00 p.m.,CLOSED,CLOSED,10:00 a.m. - 2:00 p.m.,3:00 p.m. - 7:00 p.m.,8:00 a.m. - 10:00 a.m.,10:00 a.m. - 4:00 p.m.,9,110,MN03 /,215.0,13,70,30,28,-73.951571,40.81142,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9D4\x0D\x8A\xE6|R\xC0\x03\xA9M\x9C\xDCgD@
M326-GT001,Liz Christy Garden,DPR,Manhattan,110 E Houston Street,The Bowery & 2nd Avenue,10003,1004560001,,,Active,12:00 p.m. - 4:00 p.m.,CL)OSED,6:00 p.m. - 8:00 p.m.,CLOSED,6:00 p.m. - 8:00 p.m.,CLOSED,12:00 p.m. - 4:00 p.m.,2,103,MN22 /,36.02,10,66,27,9,-73.991883,40.724153,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00V\x9D\xD5\x02{\x7FR\xC0o&\xA6\x0B\xB1\x5CD@
M322-GT001,William A. Harris Garden,DPR,Manhattan,869 St Nicholas Ave,153rd St.,10032,1020680119,,,Active,7:00 a.m. - 12:00 p.m.,9:00 a.m. - 12:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,9:00 a.m. - 4:00 p.m.,12:00 p.m. - 7:00 p.m.,7,109,MN04 /,235.01,13,71,30,30,-73.94213,40.829957,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x27\xA5\xA0\xDBK|R\xC0\x0D\x0B\xEE\x07<jD@
M319A-GT001,Sugar Hill Garden,DPR,Manhattan,333 Edgecombe Avenue,145 & 150th Street,10031,1020530094,,,Active,11:00 a.m. - 6:00 p.m.,,10:00 a.m. - 1:00 p.m.,,10:00 a.m. - 1:00 p.m.,,11:00 a.m. - 6:00 p.m.,9,109,MN04 /,231.0,13,71,30,30,-73.942552,40.82632,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE2\xB1\x9F\xC5R|R\xC0\xED\x03\x90\xDA\xC4iD@
M317-GT001,Frank White Memorial Garden,DPR/PRI,Manhattan,506 West 143rd Street,Hamilton Pl. & Broadway,10031,1020740045,,,Active,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,7,109,MN04 /,229.0,13,71,30,30,-73.949831,40.824229,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x87n\xF6\x07\xCA|R\xC0\x19\xB5\xFBU\x80iD@
M313A-GT001,Fifth Street Slope Garden,DPR,Manhattan,626-27 East 5th Street,West of Avenue C (dead end street),10009,1003870155,,,Active,11:00 a.m. -5:00 p.m.,11:00 a.m. -5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,2,103,MN28 /,26.01,10,74,27,9,-73.980782,40.723089,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00Z\xA0\xDD!\xC5~R\xC0w\x8C+.\x8E\x5CD@
M291-GT001,Fishbridge Park Garden,DPR,Manhattan,340 Pearl Street,Dover Between Pearl & Warren,10038,1001060022,4034.0,Full Lot,Active,6:30 a.m. - 9:30 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,6:30 a.m. - 9:30 p.m.,1,101,MN25 /,15.01,10,65,27,1,-74.001861,40.709354,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD3\x88\x99}\x1E\x80R\xC0\xB7\xA4\xA3\x1C\xCCZD@
M278-GT001,Jefferson Market Garden,DPR,Manhattan,421 AVENUE OF THE AMER,,10011,1006060001,,,Not GreenThumb,,,,,,,,3,102,MN23 /,71.0,10,66,27,6,-73.999123,40.73424,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9Ck\x98\xA1\xF1\x7FR\xC0!\xB5\x89\x93\xFB]D@
M105-GT001,M'finda Kalunga Garden,DPR,Manhattan,179 Chrystie Street,Christie & Delancy,10002,1004200001,,,Active,12:00 p.m. - 4: 00 p.m.,CLOSED,5:30 p.m. - 7:30 p.m.,CLOSED,CLOSED,CLOSED,12:00 p.m. - 4: 00 p.m.,1,103,MN27 /,36.01,10,65,27,5,-73.992464,40.721493,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00E\x9D\xB9\x87\x84\x7FR\xC0\x80\xA5\xF3\xE1Y\x5CD@
XGT044,People's Garden,PRI,Bronx,1323 Prospect Avenue,corner of E. 168th St and Prospect Ave.,10459,2026820041,4000.0,Full Lot,Not GreenThumb,,,,,,,,17,203,BX35 /,151.0,15,79,32,42,-73.898235,40.828719,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD8G\xA7\xAE|yR\xC0tI\xD5v\x13jD@
XGT034,"Sun, Wind & Shade Oasis",BLT,Bronx,955 Sherman Avenue,164th & 165th Streets,10456,2024550037,,,Active,8:00 a.m. to 8:00 p.m.,,,,,,8:00 a.m. to 8:00 p.m.,16,204,BX14 /,183.02,15,77,32,44,-73.919291,40.828442,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00u \xEB\xA9\xD5zR\xC0\x04Q0c\x0AjD@
XGT022,Carpenter Avenue Community Garden,DOT,Bronx,4501 Carpenter Avenue,At Carpenter Avenue,10470,2050750999,,,Active,8:00a - 1:00p,8:00a - 1:00p,,,,8:00a - 1:00p,8:00a - 1:00p,11,212,BX62 /,414.0,16,81,36,47,-73.855808,40.901389,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xEE\xE9\xEA\x8E\xC5vR\xC0\xB4\xFC\xF9\xB6`sD@
XGT015,Neighborhood Advisory Committee Community Garden,BLT,Bronx,360 E. 151st Street,Courtlandt & Melrose Avenues,10455,2023970013,,,Active,,,,,,,,17,201,BX34 /,65.0,15,84,29,40,-73.918473,40.817613,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x94P\xFAB\xC8zR\xC0j\xE4\xF3\x8A\xA7hD@
X327-GT001,La Isla Youth Community Garden,DPR,Bronx,96 West 163rd Street,Woodycrest & Nelson,10452,2025110065,,,Active,CLOSED,CLOSED,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 4:00 p.m.,10:00 a.m. - 5:00 p.m.,16,204,BX26 /,189.0,15,77,29,44,-73.929264,40.831909,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00iV\xB6\x0Fy{R\xC0\xC0\x1F~\xFE{jD@
X303-GT001,Sweetgum Community Garden,DPR,Bronx,995 Summit Avenue,On  Summit  - West 162St. & West 164St.,10452,2025230160,,,Active,12:00 p.m. - 5:00 p.m.,,,12:00 p.m. - 5:00 p.m.,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,16,204,BX26 /,189.0,15,77,29,44,-73.930505,40.83317,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xED\xF0\xD7d\x8D{R\xC0\x11\x01\x87P\xA5jD@
X277A-GT001,United We Stand Garden (Sunflower / Girasol),DPR,Bronx,627 East 137th Street,Cypress & Street Anne Streets,10454,2025500055,,,Active,12:00 p.m. - 6:00 p.m.,2:00 p.m. - 6:00 p.m.,11:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,10:00 a.m. - 7:00 p.m.,8,201,BX39 /,27.01,15,84,29,40,-73.91571,40.805441,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB1\xA7\x1D\xFE\x9AzR\xC0\xC3\xED\xD0\xB0\x18gD@
X245-GT001,Bronx River Community Garden,DPR,Bronx,1086 East 180th Street,Boston Rd & Devoe Avenue,10460,2040030001,,,Active,12:00 p.m. to 5:00 p.m.,,,2:00 p.m.- 7:00 p.m.,,,,15,206,BX17 /,220.0,15,87,32,48,-73.876631,40.841952,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00:\xEA\xE8\xB8\x1AxR\xC0\xA1fH\x15\xC5kD@
X335-GT001,Risse Street Community Garden,DPR,Bronx,10 Risse Street Garden,Risse/Mosholu/Jerome Avenue,10468,2033230100,,,Active,1:00 p.m. - 6:00 p.m.,,,,,,1:00 p.m. - 6:00 p.m.,11,207,BX05 /,411.0,13,80,33,52,-73.885289,40.878564,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x8D\xA01\x93\xA8xR\xC0\xB1\xB8\xFF\xC8tpD@
BGT171,Wyckoff Bond Garden,PRI,Brooklyn,166 Bond Street,,11217,3003860043,,Full Lot,Not GreenThumb,,,,,,,,39,302,BK38 /,71.0,10,52,26,84,-73.986573,40.684562,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00x\x87\x14\x03$\x7FR\xC0\xCF\x0AE\xBA\x9FWD@
BGT167,Hylan Garden - Hylan Houses (NYCHA),NYCHA,Brooklyn,131 Moore street,,11206,3030980001,1184.0,Partial Lot,Not GreenThumb,,,,,,,,34,301,BK78 /,489.0,7,53,18,90,-73.940057,40.704332,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0E\xD8\xD5\xE4)|R\xC0\x5C\xC3\x0C\x8D\x27ZD@
BGT166,Pink's Paradise Garden of Love - Pink Houses,NYCHA,Brooklyn,1258 Loring Avenue,Loring Avenue & Autumn Avenue,11208,3045100001,2700.0,Partial Lot,Active,,,,,,,,42,305,BK82 /,1214.0,8,60,19,75,-73.864058,40.666757,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x008\xF6\xEC\xB9LwR\xC0\x86\xB0\x1AKXUD@
BGT068,Prospect Farm,PRI,Brooklyn,1194 Prospect Avenue,Terrace Place and Vanderbilt Street,11218,3052670018,,,Active,12:00 pm - 3:00 pm,,,4:00 pm - 6:00 pm,,,10:00 am - 3:00 pm,39,307,BK40 /,502.02,10,44,20,72,-73.976715,40.653948,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xCF\xA0\xA1\x7F\x82~R\xC0m\xA4l\x91\xB4SD@
BGT053,St. John's Place Renaissance Garden,BQLT,Brooklyn,1642 St. John's Place,Ralph & Buffalo Avenue,11233,3013870034,,,Active,,,,,,,,41,308,BK61 /,359.0,9,55,20,77,-73.923444,40.66985,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFF\xEB\xDC\xB4\x19{R\xC0\xE1\x9C\x11\xA5\xBDUD@
BGT049,Ralph-Lincoln Service Center Garden,BQLT,Brooklyn,1654 St. John's Place,btw Ralph Ave. and Lincoln Place,11233,3013870040,3300.0,Full Lot,Active,,,,,,,,41,308,BK61 /,359.0,9,55,20,77,-73.923005,40.669891,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD9B\x90\x83\x12{R\xC0@q\x00\xFD\xBEUD@
BGT039,La Finca Community Garden,BQLT,Brooklyn,1034 Flushing Avenue,Knickerbocker Avenue  & Noll Street,11237,3031550020,,,Active,,,,,,,,34,304,BK77 /,427.0,7,53,18,83,-73.930402,40.703903,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x83\x88\xD4\xB4\x8B{R\xC05GV~\x19ZD@
BGT037,Green Space at President Street,BANG,Brooklyn,222 5th Avenue,President Street and 5th Ave.,11215,3009550049,,,Active,9:00 a.m. - 5:30 p.m.,9:00 a.m. - 5:30 p.m.,9:00 a.m. - 5:30 p.m.,9:00 a.m. - 5:30 p.m.,9:00 a.m. - 5:30 p.m.,9:00 a.m. - 5:30 p.m.,,39,306,BK37 /,133.0,10,52,26,78,-73.981084,40.675973,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00?\xA8\x8B\x14\xCA~R\xC0S\xFD\x83H\x86VD@
BGT027,McLeod Community Garden,NYRP,Brooklyn,130 Liberty Avenue,Sackman & Powell Streets.,11212,3036940016,,,Active,1:00 to 2:30 p.m.,11 a.m. to 1:30 p.m.,11 a.m. to 1:30 p.m.,11 a.m. to 1:30 p.m.,11 a.m. to 1:30 p.m.,11 a.m. to 1:30 p.m.,1 p.m. to 2:30 p.m.,37,316,BK81 /,908.0,8,55,25,73,-73.905329,40.672867,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB4\xC7\x0B\xE9\xF0yR\xC0_\xC7\x7F\x81 VD@
BGT015,David Foulke Memorial Garden,BQLT,Brooklyn,248 Bergen Street,Bond St. & Nevins St.,11217,3003870038,,,Active,,,,,,,,39,302,BK38 /,71.0,10,52,26,84,-73.984341,40.68409,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00*\xC7dq\xFF~R\xC0\xA6\xC2\xD8B\x90WD@
BGT005,Garden of Angels,BQLT,Brooklyn,978 Greene Avenue,Patchen Avenue & Reid Ave.,11221,3016220032,,,Active,,,,,,,,36,303,BK35 /,387.0,8,56,25,81,-73.92862,40.69076,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00V\x9A\x94\x82n{R\xC0E\xB1\xDC\xD2jXD@
BGT001,Greene Garden,BQLT,Brooklyn,2 South Portland Avenue,At DeKalb Avenue,11217,3020990044,,,Active,,,,,,,,35,302,BK68 /,33.0,7,57,26,88,-73.975419,40.689569,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00i9\xD0Cm~R\xC0\xF0\xAA\x07\xCCCXD@
B594-GT001,Maple Street Community Garden,DPR,Brooklyn,237 Maple Street,between Bedford and Prospect,11225,3050300072,6000.0,,Active,10:00 a.m - 1:00 p.m. First & 3rd Sunday,CLOSED,CLOSED,CLOSED,5:30 p.m.- 7:30 p.m.,CLOSED,8:30 a.m. to 2:30 p.m.,40,309,BK60 /,800.0,9,43,20,71,-73.952787,40.66091,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00uCSv\xFA|R\xC0\xB5\xCC\xE9\xB2\x98TD@
B583-GT001,Hooper Grove,DPR,Brooklyn,375 South 5th Street,at Hooper Street,11211,3024500022,,,Active,11:00 a.m. - 4:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,11:00 a.m. - 4:00 p.m.,34,301,BK73 /,527.0,7,53,18,90,-73.953619,40.707972,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x08v\xFC\x17\x08}R\xC0\xE9=\x95\xD3\x9EZD@
